Episode;Duration;Value;Epsilon
1;0:00:17.738418;5757.502618591743;1.0
2;0:00:19.353958;5007.070212671841;0.9993571428571428
3;0:00:22.760577;6362.304674006333;0.9987142857142857
4;0:00:22.358951;6259.377228478816;0.9980714285714285
5;0:00:23.796318;6709.269053023268;0.9974285714285713
6;0:00:29.962224;6624.937100860808;0.9967857142857142
7;0:00:36.424582;6304.606865337649;0.996142857142857
8;0:00:33.994252;6920.417237945092;0.9954999999999998
9;0:00:41.752625;6431.983068824687;0.9948571428571427
10;0:00:46.285544;5849.605182446864;0.9942142857142855
11;0:00:58.038531;6600.3100121864345;0.9935714285714283
12;0:01:03.564570;6426.245795265359;0.9929285714285712
13;0:01:25.219557;6391.645032245687;0.992285714285714
14;0:02:01.168852;4951.055742393629;0.9916428571428568
15;0:01:17.208251;6132.229286361941;0.9909999999999997
16;0:00:54.942281;6576.132336559937;0.9903571428571425
17;0:00:59.196359;6788.910966830497;0.9897142857142853
18;0:01:00.034214;6690.606219499362;0.9890714285714282
19;0:01:08.162602;7605.562652276207;0.988428571428571
20;0:01:02.152773;7501.570037645178;0.9877857142857138
21;0:01:01.373566;6417.277430481942;0.9871428571428567
22;0:01:01.718165;8223.097594359835;0.9864999999999995
23;0:01:02.334169;6817.335888194207;0.9858571428571423
24;0:01:00.471499;5840.520664185182;0.9852142857142852
25;0:01:08.165866;9653.410030750658;0.984571428571428
26;0:00:58.375027;7184.830793216019;0.9839285714285708
27;0:01:01.865850;6779.308903592972;0.9832857142857137
28;0:01:00.511113;6728.186076321752;0.9826428571428565
29;0:00:58.874020;7428.171475078159;0.9819999999999993
30;0:01:03.055183;6932.92074762925;0.9813571428571422
31;0:01:00.923462;7318.206250288965;0.980714285714285
32;0:01:00.429556;7146.315075434138;0.9800714285714278
33;0:01:05.185836;7281.260654103681;0.9794285714285706
34;0:00:57.049490;7431.997277843799;0.9787857142857135
35;0:00:58.456610;8048.297757202416;0.9781428571428563
36;0:00:56.599783;6630.956222184301;0.9774999999999991
37;0:00:56.465072;8114.50143637795;0.976857142857142
38;0:00:58.113469;7284.818752199849;0.9762142857142848
39;0:00:54.675918;6905.4878349128585;0.9755714285714276
40;0:00:57.581675;6884.699836765945;0.9749285714285705
41;0:00:56.288851;6324.6579827197265;0.9742857142857133
42;0:00:57.573745;6589.056690719083;0.9736428571428561
43;0:01:02.953408;8536.300327609324;0.972999999999999
44;0:00:53.458747;5836.264430917458;0.9723571428571418
45;0:00:56.824906;8135.315084533492;0.9717142857142846
46;0:00:58.300653;8501.289699064233;0.9710714285714275
47;0:00:53.953678;7106.997368183145;0.9704285714285703
48;0:00:58.765246;8059.688031235665;0.9697857142857131
49;0:00:55.626548;6859.270128457482;0.969142857142856
50;0:01:00.171604;8904.49888136847;0.9684999999999988
51;0:00:55.661538;8354.390378199554;0.9678571428571416
52;0:00:55.037681;7001.171778644138;0.9672142857142845
53;0:00:56.624635;7500.124353567616;0.9665714285714273
54;0:00:48.978509;6760.811214676462;0.9659285714285701
55;0:00:45.658958;4327.462805732234;0.965285714285713
56;0:00:49.884816;7295.829160136494;0.9646428571428558
57;0:00:53.170914;7877.150593011502;0.9639999999999986
58;0:00:56.885838;7908.399305881473;0.9633571428571415
59;0:00:51.567812;7706.213984969044;0.9627142857142843
60;0:00:59.331583;11710.074688330165;0.9620714285714271
61;0:00:51.067960;6092.691733859434;0.96142857142857
62;0:00:56.566153;9610.173375114162;0.9607857142857128
63;0:00:54.282434;6970.055203231371;0.9601428571428556
64;0:00:48.532068;5577.0836821952535;0.9594999999999985
65;0:00:49.966210;6377.818440968289;0.9588571428571413
66;0:00:55.103084;7883.910694708243;0.9582142857142841
67;0:00:52.775052;6533.394058438631;0.957571428571427
68;0:00:52.154075;7151.271443283954;0.9569285714285698
69;0:00:56.064982;9046.97751002039;0.9562857142857126
70;0:00:52.984880;7250.534878713243;0.9556428571428555
71;0:00:49.577798;5638.586081804632;0.9549999999999983
72;0:00:56.310616;7765.026291720488;0.9543571428571411
73;0:00:53.980046;7671.61137894315;0.953714285714284
74;0:00:53.303647;8086.095311831309;0.9530714285714268
75;0:00:51.035159;6854.073540893338;0.9524285714285696
76;0:00:49.131782;6684.924805146218;0.9517857142857125
77;0:00:54.679503;8899.463717128978;0.9511428571428553
78;0:00:52.025355;7140.873246668036;0.9504999999999981
79;0:00:54.275693;7372.709543351701;0.949857142857141
80;0:00:55.494361;8282.487710216607;0.9492142857142838
81;0:00:50.374741;6428.706946291602;0.9485714285714266
82;0:00:55.814899;6236.142245910817;0.9479285714285695
83;0:00:55.557383;6781.476007385691;0.9472857142857123
84;0:00:46.537097;5684.914791597072;0.9466428571428551
85;0:00:49.126797;5713.824572459134;0.945999999999998
86;0:00:54.039124;8230.852060791178;0.9453571428571408
87;0:00:58.564548;7885.403572043559;0.9447142857142836
88;0:00:55.107299;7442.857249314341;0.9440714285714265
89;0:00:58.603625;8804.128142995565;0.9434285714285693
90;0:00:48.884252;5929.94462787015;0.9427857142857121
91;0:00:55.377207;8734.152704061096;0.942142857142855
92;0:00:55.641812;6550.566521896036;0.9414999999999978
93;0:00:55.710350;8031.097654653973;0.9408571428571406
94;0:00:53.742894;7085.873879272817;0.9402142857142834
95;0:00:53.667612;7580.325264213669;0.9395714285714263
96;0:00:58.129543;9260.55603657905;0.9389285714285691
97;0:00:55.326140;7434.024759527596;0.938285714285712
98;0:00:55.413494;7016.704075481648;0.9376428571428548
99;0:00:53.759270;7231.544891165599;0.9369999999999976
100;0:00:54.627535;6830.83925254335;0.9363571428571404
101;0:00:51.916773;7208.403400997908;0.9357142857142833
102;0:00:57.753513;8541.57555317156;0.9350714285714261
103;0:00:50.745870;6679.381905405563;0.9344285714285689
104;0:00:50.575658;6594.643760164646;0.9337857142857118
105;0:00:54.158078;7687.430468651451;0.9331428571428546
106;0:00:53.694747;6290.353271771307;0.9324999999999974
107;0:00:55.611859;8023.15261053872;0.9318571428571403
108;0:00:53.248224;6818.835199915221;0.9312142857142831
109;0:00:48.702561;6741.777739129933;0.9305714285714259
110;0:00:52.679236;5940.973236396884;0.9299285714285688
111;0:00:55.461719;7577.867737437632;0.9292857142857116
112;0:00:55.450739;8528.146424434215;0.9286428571428544
113;0:00:56.615185;8368.750794958523;0.9279999999999973
114;0:00:59.357765;7236.3630951155965;0.9273571428571401
115;0:01:14.853592;8060.682815323503;0.9267142857142829
116;0:00:50.021433;6136.7082760387475;0.9260714285714258
117;0:00:51.660576;7208.161138693375;0.9254285714285686
118;0:00:55.500559;8321.95394087839;0.9247857142857114
119;0:00:49.721728;7270.240442379545;0.9241428571428543
120;0:00:55.332568;8720.155368356227;0.9234999999999971
121;0:00:55.057300;8654.539069084918;0.9228571428571399
122;0:00:45.530275;4931.015921981603;0.9222142857142828
123;0:00:46.381534;6743.621382038762;0.9215714285714256
124;0:00:48.481100;5928.248041612016;0.9209285714285684
125;0:00:44.828623;6002.750563598163;0.9202857142857113
126;0:00:49.659699;8705.073054267337;0.9196428571428541
127;0:00:56.581964;8112.246636499552;0.9189999999999969
128;0:00:52.718113;7077.695747253337;0.9183571428571398
129;0:00:51.343522;6749.367078514609;0.9177142857142826
130;0:00:50.447623;6964.297924426847;0.9170714285714254
131;0:00:52.764667;7475.754876072573;0.9164285714285683
132;0:00:53.641362;6122.667320431202;0.9157857142857111
133;0:00:50.101534;7280.255709840819;0.9151428571428539
134;0:00:53.199141;7375.799895618827;0.9144999999999968
135;0:00:53.601463;7335.72108182755;0.9138571428571396
136;0:00:47.403870;5600.946241580483;0.9132142857142824
137;0:00:49.812597;6721.5371318052885;0.9125714285714253
138;0:00:53.064125;7247.662668821655;0.9119285714285681
139;0:00:51.314765;7319.199861735107;0.9112857142857109
140;0:00:50.018196;6021.7974036017085;0.9106428571428538
141;0:00:53.090006;7042.644907223006;0.9099999999999966
142;0:00:56.110840;8867.563605180647;0.9093571428571394
143;0:00:52.317398;6318.57504181695;0.9087142857142823
144;0:00:49.012826;5544.480338654474;0.9080714285714251
145;0:00:56.181808;6428.396864150582;0.9074285714285679
146;0:01:01.436607;6440.073003097738;0.9067857142857108
147;0:00:56.024232;7087.20861539088;0.9061428571428536
148;0:00:57.659800;10143.160953482016;0.9054999999999964
149;0:00:54.717727;7251.795131031903;0.9048571428571393
150;0:00:58.105640;6259.825848478939;0.9042142857142821
151;0:00:54.308578;7105.181948681621;0.9035714285714249
152;0:01:01.585136;9015.930874736638;0.9029285714285677
153;0:01:04.620462;7289.7153172281305;0.9022857142857106
154;0:00:55.803029;6082.006728538595;0.9016428571428534
155;0:00:58.892919;8872.77251643816;0.9009999999999962
156;0:00:57.577120;8344.690714076121;0.9003571428571391
157;0:00:55.933949;8676.852721351604;0.8997142857142819
158;0:01:02.975430;9618.354359601406;0.8990714285714247
