Episode;Duration;Value;Epsilon
1;0:02:26.336918;8749.889523680651;1.0
2;0:03:02.651457;8907.027696097184;0.999
3;0:02:46.844890;8684.949859669558;0.998
4;0:03:16.762683;9140.01470924163;0.997
5;0:02:35.136291;9401.314154170626;0.996
6;0:03:11.565763;8930.38486495633;0.995
7;0:02:57.760940;9947.440890626578;0.994
8;0:02:58.410988;10238.36146846097;0.993
9;0:02:32.263197;9167.021501004741;0.992
10;0:02:34.947413;9453.152186788186;0.991
11;0:02:41.317987;9532.295214058851;0.99
12;0:02:34.896463;9309.021746971617;0.989
13;0:02:48.310379;9039.278670720445;0.988
14;0:02:41.585797;9279.989630364524;0.987
15;0:02:35.044976;9645.803315198349;0.986
16;0:02:42.452483;8841.544622683363;0.985
17;0:02:01.453219;9243.074422963255;0.984
18;0:02:38.905309;9443.905689230627;0.983
19;0:02:47.149519;9220.14646673728;0.982
20;0:02:40.983887;8853.445402848532;0.981
21;0:03:12.060783;9153.987649171968;0.98
22;0:02:57.997541;9544.078814854762;0.979
23;0:03:04.009541;8401.619956794479;0.978
24;0:02:55.220531;8891.887748620238;0.977
25;0:02:48.363342;8314.149390493696;0.976
26;0:02:57.496541;9361.573169102568;0.975
27;0:03:10.460163;8724.329902854255;0.974
28;0:02:46.394715;9672.122222336366;0.973
29;0:03:12.547700;8977.296994308172;0.972
30;0:03:00.995029;8488.057223698146;0.971
31;0:02:40.803518;9137.107668003477;0.97
32;0:03:13.808363;8786.51780511379;0.969
33;0:02:58.650203;8637.120590334525;0.968
34;0:03:00.143193;9378.258148222554;0.967
35;0:02:53.586414;9002.771558077768;0.966
36;0:02:42.967995;9368.009633426102;0.965
37;0:02:59.966068;9251.19761298732;0.964
38;0:03:04.261068;9340.232177011192;0.963
39;0:02:43.130806;8753.694798290748;0.962
40;0:02:58.408322;9094.942651779036;0.961
41;0:03:18.700165;9039.652457876115;0.96
42;0:02:41.684302;9553.85287033196;0.959
43;0:02:27.738747;9323.017786360297;0.958
44;0:03:12.846838;9274.408705345768;0.957
45;0:03:08.603888;8051.700117083841;0.956
46;0:02:53.948777;9855.643584161635;0.955
47;0:02:37.698450;9074.15168362536;0.954
48;0:03:06.654139;9170.951921855716;0.953
49;0:02:42.788244;9121.852905970532;0.952
50;0:03:13.644725;8917.245996842392;0.951
51;0:02:45.544063;9087.650675848776;0.95
52;0:03:16.673748;9286.260089594723;0.949
53;0:02:08.085462;8964.927087715614;0.948
54;0:02:31.747236;9064.793296020747;0.947
55;0:02:39.475795;9032.35411742801;0.946
56;0:02:50.979772;9075.47989795613;0.945
57;0:03:12.814496;8929.302091728496;0.944
58;0:03:02.750768;8932.574792400414;0.943
59;0:03:09.306228;8915.070173598071;0.942
60;0:02:37.851192;9186.304900462035;0.941
61;0:02:30.218964;8580.621788395203;0.94
62;0:02:38.421350;9053.447274887534;0.939
63;0:03:01.266272;8815.659911645413;0.938
64;0:02:19.911697;9407.175809720637;0.9369999999999999
65;0:02:19.170931;9325.599590810127;0.9359999999999999
66;0:02:21.885753;9463.74719097912;0.9349999999999999
67;0:02:32.177029;9647.790298581102;0.9339999999999999
68;0:02:18.958091;8864.792991686025;0.9329999999999999
69;0:02:54.764697;9125.777054778826;0.9319999999999999
70;0:02:15.528262;9100.334377581772;0.9309999999999999
71;0:02:28.215067;9106.373327000534;0.9299999999999999
72;0:03:03.412605;8535.397330116086;0.9289999999999999
73;0:02:50.131133;8770.765577346452;0.9279999999999999
74;0:02:49.218058;8580.485225761624;0.9269999999999999
75;0:02:49.916946;9315.707422271764;0.9259999999999999
76;0:02:57.731847;8934.53179330195;0.9249999999999999
77;0:02:31.341157;9395.994126240485;0.9239999999999999
78;0:02:36.056400;8899.133012901193;0.9229999999999999
79;0:02:39.182435;9442.068287633201;0.9219999999999999
80;0:02:26.659166;8220.826842234253;0.9209999999999999
81;0:02:37.759292;9471.310856584463;0.9199999999999999
82;0:02:30.482313;9735.878887739587;0.9189999999999999
83;0:02:30.088012;8730.17943682262;0.9179999999999999
84;0:02:53.091340;9354.958126512804;0.9169999999999999
85;0:02:15.516600;9076.691362611899;0.9159999999999999
86;0:03:06.840923;8671.301631626762;0.9149999999999999
87;0:03:29.264155;8701.134997374218;0.9139999999999999
88;0:02:46.810767;8683.642450732117;0.9129999999999999
89;0:03:02.443664;9816.076250699189;0.9119999999999999
90;0:02:51.071830;8742.965543809061;0.9109999999999999
91;0:02:20.307565;9264.805245040294;0.9099999999999999
92;0:02:23.370924;10241.733297575363;0.9089999999999999
93;0:02:44.125415;8929.648992395974;0.9079999999999999
94;0:02:56.655390;9495.062895411425;0.9069999999999999
95;0:02:59.648923;9087.242491410236;0.9059999999999999
96;0:03:02.041322;9332.921406498803;0.9049999999999999
97;0:03:37.979857;9005.596578090463;0.9039999999999999
98;0:03:14.070226;9000.272544662797;0.9029999999999999
99;0:02:17.031653;9424.312717261104;0.9019999999999999
100;0:03:05.130224;9116.68731802686;0.9009999999999999
101;0:02:24.830231;9177.429355645143;0.8999999999999999
102;0:02:25.565271;8582.07029973473;0.8989999999999999
103;0:02:56.518747;9456.285183017537;0.8979999999999999
104;0:02:43.115714;8800.496631162145;0.8969999999999999
105;0:02:19.504345;8373.20941688836;0.8959999999999999
106;0:02:37.528027;9797.123489656497;0.8949999999999999
107;0:02:31.444274;9094.32327630067;0.8939999999999999
108;0:02:38.075450;9894.061518505952;0.8929999999999999
109;0:02:22.038436;9175.378308319116;0.8919999999999999
110;0:02:12.636974;8513.526888229206;0.8909999999999999
111;0:02:28.424794;8901.929637111083;0.8899999999999999
112;0:02:54.470726;9231.361073313252;0.8889999999999999
113;0:02:37.574792;9037.443714613524;0.8879999999999999
114;0:02:56.748216;9110.763735874654;0.8869999999999999
115;0:03:03.223179;8409.293157334563;0.8859999999999999
116;0:02:26.950672;8721.068389439975;0.8849999999999999
117;0:02:55.322131;9354.845165488416;0.8839999999999999
118;0:02:46.479429;8283.138616663953;0.8829999999999999
119;0:02:35.013140;9917.911022741482;0.8819999999999999
120;0:02:56.629743;9733.378165846825;0.8809999999999999
121;0:02:51.250702;9466.325857252215;0.8799999999999999
122;0:02:24.887358;9318.331659327041;0.8789999999999999
123;0:03:21.864484;9199.681782821921;0.8779999999999999
124;0:02:58.237625;8890.990888218354;0.8769999999999999
125;0:02:22.921685;9841.940708675644;0.8759999999999999
126;0:02:48.405704;9266.503958709802;0.8749999999999999
127;0:02:28.276069;9853.802848350751;0.8739999999999999
128;0:02:39.776720;8701.513068981643;0.8729999999999999
129;0:02:53.877724;10029.932780851464;0.8719999999999999
130;0:02:08.990634;9524.001210694421;0.8709999999999999
131;0:02:40.136344;9981.123363565686;0.8699999999999999
132;0:02:29.597723;9075.088702298168;0.8689999999999999
133;0:02:18.182827;9203.083397912178;0.8679999999999999
134;0:02:36.560387;8726.398785861578;0.8669999999999999
135;0:02:14.786402;8795.065825362555;0.8659999999999999
136;0:02:50.214387;9170.31576004537;0.8649999999999999
137;0:02:22.742076;9370.489358777551;0.8639999999999999
138;0:03:10.595859;9282.804307560136;0.8629999999999999
139;0:02:08.923727;9226.040047151555;0.8619999999999999
140;0:02:48.392526;9389.492203227224;0.8609999999999999
141;0:02:25.743936;10011.140940004158;0.8599999999999999
142;0:02:39.724658;9887.654345738578;0.8589999999999999
143;0:02:54.852874;9933.372768057618;0.8579999999999999
144;0:02:31.790373;8522.572651532158;0.8569999999999999
145;0:02:17.835687;9200.823487708505;0.8559999999999999
146;0:02:40.360705;9824.803927157642;0.8549999999999999
147;0:02:45.542803;9408.862426849453;0.8539999999999999
148;0:02:44.918630;8907.067406885863;0.8529999999999999
149;0:02:51.761758;10038.717593259978;0.8519999999999999
150;0:02:14.393602;8648.542574752011;0.8509999999999999
151;0:02:10.754234;9060.225547762124;0.8499999999999999
152;0:02:28.108633;9500.886822658105;0.8489999999999999
153;0:02:46.262992;9210.146327266977;0.8479999999999999
154;0:02:22.865159;8997.461139132503;0.8469999999999999
155;0:02:40.536975;9902.18311361524;0.8459999999999999
156;0:02:47.751377;9347.729073698163;0.8449999999999999
157;0:02:38.159674;9389.783089848548;0.8439999999999999
158;0:02:28.174145;9152.569476309876;0.8429999999999999
159;0:02:40.602046;9444.541282699336;0.8419999999999999
160;0:03:00.013399;8736.55273194327;0.8409999999999999
161;0:02:45.941055;9762.526730035474;0.8399999999999999
162;0:02:27.554109;8521.786346363115;0.8389999999999999
163;0:02:23.169179;9015.689672174447;0.8379999999999999
164;0:02:24.560656;9344.213149078982;0.8369999999999999
165;0:02:31.340999;8548.381015281717;0.8359999999999999
166;0:02:09.741423;8879.116736701064;0.8349999999999999
167;0:02:15.802991;8973.598466919932;0.8339999999999999
168;0:02:13.883375;9342.604739370023;0.8329999999999999
169;0:02:48.176228;9297.685137128505;0.8319999999999999
170;0:02:30.398695;8713.831243881286;0.8309999999999998
171;0:02:13.387261;9333.047049321707;0.8299999999999998
172;0:02:42.587174;9597.747191833714;0.8289999999999998
173;0:02:34.994531;9262.173232189725;0.8279999999999998
174;0:02:25.416976;9499.27264584948;0.8269999999999998
175;0:02:41.704581;8898.594214145867;0.8259999999999998
176;0:02:24.282157;9426.775291444575;0.8249999999999998
177;0:02:25.562894;8729.262330562984;0.8239999999999998
178;0:02:40.213652;9056.996242078249;0.8229999999999998
179;0:02:26.556029;9677.762800566943;0.8219999999999998
180;0:03:05.173234;8523.151413297515;0.8209999999999998
181;0:02:30.861297;9406.701370163462;0.8199999999999998
182;0:02:31.015614;9223.318176080456;0.8189999999999998
183;0:02:15.658690;9164.017386355607;0.8179999999999998
184;0:02:15.233030;9364.272926325362;0.8169999999999998
185;0:02:48.220805;9284.123954751674;0.8159999999999998
186;0:02:17.662916;9094.92004716668;0.8149999999999998
187;0:02:33.087616;9330.692426708003;0.8139999999999998
188;0:02:48.594362;8806.969811041821;0.8129999999999998
189;0:02:15.451685;9198.634009388334;0.8119999999999998
190;0:02:55.202372;9319.022702211985;0.8109999999999998
191;0:02:38.670729;10129.472113504313;0.8099999999999998
192;0:02:52.900444;9544.583571115805;0.8089999999999998
193;0:02:56.845901;8628.217996818767;0.8079999999999998
194;0:02:07.552729;9518.543169898332;0.8069999999999998
195;0:02:14.139089;8995.861092800384;0.8059999999999998
196;0:02:36.902475;8513.340140531212;0.8049999999999998
197;0:02:07.994958;8881.507056914052;0.8039999999999998
198;0:02:28.841727;8434.954224018154;0.8029999999999998
199;0:02:23.211372;8328.925310083925;0.8019999999999998
200;0:02:27.554152;8758.14416412176;0.8009999999999998
201;0:02:06.795642;8591.807236092469;0.7999999999999998
202;0:02:31.023370;8608.500501638933;0.7989999999999998
203;0:02:05.543541;8499.802232176038;0.7979999999999998
204;0:02:19.456441;8672.691885138354;0.7969999999999998
205;0:02:27.661387;8489.228358916871;0.7959999999999998
206;0:02:23.821673;8470.173998768156;0.7949999999999998
207;0:01:54.155375;8233.655269611794;0.7939999999999998
208;0:02:29.127089;9349.379298710139;0.7929999999999998
209;0:01:48.970519;8692.913353813368;0.7919999999999998
210;0:02:26.160147;9272.818773978563;0.7909999999999998
211;0:02:12.773491;9392.01496368699;0.7899999999999998
212;0:02:31.333864;9092.35966552623;0.7889999999999998
213;0:02:24.363584;8397.58606005999;0.7879999999999998
214;0:02:32.944963;8590.180156303346;0.7869999999999998
215;0:02:38.582775;9527.576646351652;0.7859999999999998
216;0:02:47.275422;9265.239416922846;0.7849999999999998
217;0:02:02.880279;9225.371735127288;0.7839999999999998
218;0:02:27.414351;9414.13657038166;0.7829999999999998
219;0:02:18.630167;8642.826401105096;0.7819999999999998
220;0:02:27.524243;9260.367848886548;0.7809999999999998
221;0:02:17.427613;9080.49986457787;0.7799999999999998
222;0:02:24.795227;9799.420327490534;0.7789999999999998
